Date 	Tmin 	Tmax
27/06/1997	18.11	18.11
28/06/1997	16.00	16.00
29/06/1997	15.44	15.44
30/06/1997	17.50	17.50
02/07/1997	16.17	16.17
03/07/1997	15.33	15.33
04/07/1997	17.72	17.72
05/07/1997	15.44	15.44
06/07/1997	15.39	15.39
08/07/1997	19.61	19.61
09/07/1997	20.22	20.22
10/07/1997	15.94	15.94
11/07/1997	17.67	17.67
12/07/1997	17.39	17.39
13/07/1997	15.89	15.89
14/07/1997	15.56	15.56
16/07/1997	16.39	16.39
17/07/1997	18.67	18.67
18/07/1997	15.61	15.61
19/07/1997	15.33	15.33
20/07/1997	14.56	14.56
21/07/1997	16.72	16.72
22/07/1997	18.11	18.11
23/07/1997	18.44	18.44
24/07/1997	16.67	16.67
25/07/1997	19.00	19.00
26/07/1997	15.44	15.44
27/07/1997	16.94	16.94
28/07/1997	17.61	17.61
29/07/1997	17.83	17.83
30/07/1997	19.00	19.00
06/08/1997	18.11	18.11
07/08/1997	18.28	18.28
08/08/1997	15.22	15.22
09/08/1997	14.67	14.67
10/08/1997	15.61	15.61
11/08/1997	16.78	16.78
12/08/1997	16.39	16.39
13/08/1997	17.50	17.50
14/08/1997	18.67	18.67
15/08/1997	18.11	18.11
16/08/1997	16.94	16.94
17/08/1997	16.89	16.89
18/08/1997	18.11	18.11
19/08/1997	16.83	16.83
20/08/1997	17.67	17.67
21/08/1997	20.39	20.39
22/08/1997	20.06	20.06
24/08/1997	17.28	17.28
25/08/1997	17.33	17.33
26/08/1997	17.72	17.72
27/08/1997	17.28	17.28
29/08/1997	17.44	17.44
30/08/1997	20.83	20.83
31/08/1997	18.39	18.39
01/09/1997	19.39	19.39
02/09/1997	17.17	17.17
03/09/1997	17.44	17.44
04/09/1997	14.89	14.89
05/09/1997	19.89	19.89
06/09/1997	20.28	20.28
07/09/1997	17.06	17.06
08/09/1997	20.17	20.17
09/09/1997	18.94	18.94
10/09/1997	18.50	18.50
11/09/1997	19.83	19.83
12/09/1997	20.39	20.39
13/09/1997	17.94	17.94
14/09/1997	17.44	17.44
15/09/1997	16.39	16.39
16/09/1997	19.17	19.17
17/09/1997	19.61	19.61
18/09/1997	18.39	18.39
19/09/1997	19.22	19.22
20/09/1997	20.50	20.50
21/09/1997	20.83	20.83
22/09/1997	21.61	21.61
23/09/1997	22.56	22.56
24/09/1997	18.28	18.28
25/09/1997	20.61	20.61
26/09/1997	20.06	20.06
27/09/1997	22.89	22.89
28/09/1997	23.00	23.00
29/09/1997	21.50	21.50
30/09/1997	20.50	20.50
02/10/1997	18.56	18.56
03/10/1997	17.28	17.28
04/10/1997	13.89	13.89
05/10/1997	19.89	19.89
06/10/1997	19.06	19.06
07/10/1997	17.11	17.11
08/10/1997	17.83	17.83
09/10/1997	21.17	21.17
10/10/1997	19.50	19.50
11/10/1997	18.56	18.56
12/10/1997	18.72	18.72
13/10/1997	22.33	22.33
14/10/1997	20.22	20.22
15/10/1997	21.67	21.67
16/10/1997	19.33	19.33
17/10/1997	18.22	18.22
18/10/1997	19.61	19.61
19/10/1997	15.50	15.50
20/10/1997	16.61	16.61
21/10/1997	17.72	17.72
22/10/1997	17.39	17.39
23/10/1997	18.61	18.61
24/10/1997	18.00	18.00
25/10/1997	18.33	18.33
26/10/1997	18.50	18.50
27/10/1997	19.72	19.72
28/10/1997	16.50	16.50
29/10/1997	21.94	21.94
30/10/1997	17.89	17.89
31/10/1997	17.94	17.94
01/11/1997	15.50	15.50
02/11/1997	15.22	15.22
03/11/1997	17.72	17.72
04/11/1997	16.28	16.28
05/11/1997	18.06	18.06
06/11/1997	16.50	16.50
07/11/1997	17.50	17.50
08/11/1997	19.11	19.11
09/11/1997	18.17	18.17
10/11/1997	17.89	17.89
11/11/1997	17.83	17.83
12/11/1997	17.94	17.94
13/11/1997	19.83	19.83
14/11/1997	17.06	17.06
15/11/1997	17.44	17.44
16/11/1997	16.94	16.94
17/11/1997	19.33	19.33
18/11/1997	15.28	15.28
19/11/1997	18.06	18.06
20/11/1997	15.22	15.22
21/11/1997	16.61	16.61
22/11/1997	18.72	18.72
23/11/1997	16.33	16.33
24/11/1997	15.78	15.78
25/11/1997	19.06	19.06
26/11/1997	19.72	19.72
27/11/1997	17.22	17.22
28/11/1997	18.61	18.61
29/11/1997	16.06	16.06
30/11/1997	17.11	17.11
01/12/1997	18.00	18.00
02/12/1997	16.44	16.44
03/12/1997	16.11	16.11
04/12/1997	16.17	16.17
05/12/1997	19.67	19.67
06/12/1997	17.83	17.83
07/12/1997	19.44	19.44
08/12/1997	17.56	17.56
09/12/1997	17.78	17.78
10/12/1997	16.50	16.50
11/12/1997	20.11	20.11
12/12/1997	19.00	19.00
13/12/1997	19.39	19.39
14/12/1997	18.11	18.11
15/12/1997	17.44	17.44
16/12/1997	15.89	15.89
17/12/1997	20.11	20.11
18/12/1997	18.22	18.22
19/12/1997	15.67	15.67
20/12/1997	17.89	17.89
21/12/1997	19.50	19.50
22/12/1997	19.50	19.50
23/12/1997	17.17	17.17
24/12/1997	19.22	19.22
25/12/1997	16.94	16.94
26/12/1997	19.11	19.11
27/12/1997	18.61	18.61
28/12/1997	18.06	18.06
29/12/1997	17.72	17.72
30/12/1997	16.89	16.89
31/12/1997	19.06	19.06
01/01/1998	19.72	19.72
02/01/1998	18.67	18.67
03/01/1998	18.56	18.56
04/01/1998	15.89	15.89
05/01/1998	19.28	19.28
06/01/1998	17.33	17.33
07/01/1998	18.61	18.61
08/01/1998	16.89	16.89
09/01/1998	18.39	18.39
10/01/1998	19.06	19.06
11/01/1998	17.06	17.06
12/01/1998	16.39	16.39
14/01/1998	16.83	16.83
15/01/1998	21.67	21.67
16/01/1998	18.61	18.61
17/01/1998	18.39	18.39
18/01/1998	18.78	18.78
19/01/1998	17.56	17.56
20/01/1998	17.06	17.06
21/01/1998	21.39	21.39
22/01/1998	22.28	22.28
23/01/1998	23.11	23.11
24/01/1998	19.44	19.44
25/01/1998	18.44	18.44
26/01/1998	19.56	19.56
27/01/1998	19.39	19.39
28/01/1998	19.78	19.78
29/01/1998	17.39	17.39
30/01/1998	17.78	17.78
31/01/1998	18.50	18.50
01/02/1998	20.50	20.50
02/02/1998	19.94	19.94
03/02/1998	17.11	17.11
04/02/1998	16.50	16.50
05/02/1998	20.67	20.67
06/02/1998	20.78	20.78
07/02/1998	23.83	23.83
08/02/1998	19.17	19.17
09/02/1998	18.50	18.50
10/02/1998	17.94	17.94
11/02/1998	18.06	18.06
12/02/1998	18.94	18.94
13/02/1998	19.44	19.44
14/02/1998	17.56	17.56
15/02/1998	17.56	17.56
16/02/1998	19.56	19.56
17/02/1998	20.61	20.61
18/02/1998	18.83	18.83
19/02/1998	18.22	18.22
20/02/1998	17.78	17.78
21/02/1998	19.61	19.61
22/02/1998	19.50	19.50
23/02/1998	21.39	21.39
24/02/1998	17.61	17.61
25/02/1998	18.22	18.22
26/02/1998	19.33	19.33
27/02/1998	18.94	18.94
04/03/1998	19.78	19.78
05/03/1998	22.17	22.17
06/03/1998	21.39	21.39
07/03/1998	21.28	21.28
08/03/1998	22.56	22.56
09/03/1998	20.06	20.06
11/03/1998	19.28	19.28
12/03/1998	20.22	20.22
13/03/1998	22.72	22.72
15/03/1998	22.78	22.78
17/03/1998	19.67	19.67
18/03/1998	22.67	22.67
19/03/1998	20.72	20.72
20/03/1998	20.56	20.56
21/03/1998	21.83	21.83
22/03/1998	17.78	17.78
23/03/1998	20.44	20.44
24/03/1998	21.50	21.50
25/03/1998	20.28	20.28
26/03/1998	21.72	21.72
27/03/1998	20.44	20.44
28/03/1998	22.44	22.44
29/03/1998	21.61	21.61
31/03/1998	21.50	21.50
01/04/1998	22.78	22.78
02/04/1998	23.72	23.72
03/04/1998	21.17	21.17
04/04/1998	21.72	21.72
05/04/1998	19.83	19.83
07/04/1998	19.78	19.78
08/04/1998	19.61	19.61
09/04/1998	21.22	21.22
10/04/1998	19.39	19.39
11/04/1998	19.11	19.11
12/04/1998	19.44	19.44
13/04/1998	21.83	21.83
14/04/1998	20.28	20.28
15/04/1998	20.28	20.28
16/04/1998	20.39	20.39
17/04/1998	19.44	19.44
19/04/1998	22.56	22.56
20/04/1998	20.39	20.39
21/04/1998	21.44	21.44
22/04/1998	19.39	19.39
23/04/1998	22.44	22.44
24/04/1998	20.78	20.78
25/04/1998	20.22	20.22
27/04/1998	18.06	18.06
28/04/1998	21.06	21.06
29/04/1998	18.83	18.83
30/04/1998	19.78	19.78
01/05/1998	19.72	19.72
02/05/1998	22.28	22.28
03/05/1998	21.28	21.28
04/05/1998	18.39	18.39
05/05/1998	18.22	18.22
06/05/1998	19.83	19.83
07/05/1998	17.39	17.39
08/05/1998	19.00	19.00
09/05/1998	18.50	18.50
10/05/1998	19.06	19.06
11/05/1998	17.33	17.33
12/05/1998	15.50	15.50
13/05/1998	19.28	19.28
14/05/1998	18.67	18.67
15/05/1998	17.50	17.50
16/05/1998	19.28	19.28
17/05/1998	19.67	19.67
18/05/1998	19.78	19.78
19/05/1998	18.89	18.89
20/05/1998	18.61	18.61
21/05/1998	19.61	19.61
22/05/1998	18.22	18.22
23/05/1998	19.78	19.78
24/05/1998	19.94	19.94
25/05/1998	19.28	19.28
26/05/1998	18.44	18.44
27/05/1998	17.72	17.72
28/05/1998	20.83	20.83
29/05/1998	19.94	19.94
01/06/1998	19.00	19.00
02/06/1998	19.67	19.67
03/06/1998	21.61	21.61
04/06/1998	17.72	17.72
05/06/1998	18.67	18.67
06/06/1998	19.39	19.39
08/06/1998	15.22	15.22
09/06/1998	19.89	19.89
10/06/1998	18.39	18.39
13/06/1998	17.78	17.78
14/06/1998	20.72	20.72
15/06/1998	20.00	20.00
16/06/1998	18.56	18.56
17/06/1998	19.61	19.61
19/06/1998	17.83	17.83
20/06/1998	20.61	20.61
21/06/1998	20.89	20.89
22/06/1998	19.00	19.00
25/06/1998	19.00	19.00
26/06/1998	17.50	17.50
27/06/1998	16.33	16.33
28/06/1998	15.28	15.28
29/06/1998	16.56	16.56
01/07/1998	18.00	18.00
03/07/1998	19.89	19.89
04/07/1998	16.61	16.61
05/07/1998	19.72	19.72
06/07/1998	19.67	19.67
07/07/1998	18.33	18.33
08/07/1998	17.22	17.22
09/07/1998	16.39	16.39
10/07/1998	14.67	14.67
11/07/1998	18.44	18.44
12/07/1998	17.78	17.78
13/07/1998	20.78	20.78
14/07/1998	17.22	17.22
15/07/1998	16.61	16.61
17/07/1998	17.78	17.78
19/07/1998	16.67	16.67
20/07/1998	18.33	18.33
21/07/1998	16.89	16.89
22/07/1998	17.56	17.56
23/07/1998	16.94	16.94
24/07/1998	17.06	17.06
25/07/1998	19.11	19.11
26/07/1998	16.44	16.44
27/07/1998	17.61	17.61
28/07/1998	16.44	16.44
29/07/1998	15.50	15.50
30/07/1998	16.17	16.17
31/07/1998	15.94	15.94
01/08/1998	16.67	16.67
02/08/1998	16.67	16.67
03/08/1998	16.17	16.17
05/08/1998	17.50	17.50
06/08/1998	16.67	16.67
07/08/1998	15.11	15.11
08/08/1998	16.39	16.39
09/08/1998	18.39	18.39
10/08/1998	17.50	17.50
11/08/1998	16.56	16.56
12/08/1998	16.56	16.56
13/08/1998	15.44	15.44
14/08/1998	17.94	17.94
15/08/1998	18.61	18.61
18/08/1998	16.83	16.83
19/08/1998	18.17	18.17
20/08/1998	16.67	16.67
21/08/1998	15.44	15.44
22/08/1998	18.44	18.44
23/08/1998	16.78	16.78
24/08/1998	16.83	16.83
28/08/1998	15.28	15.28
29/08/1998	22.72	22.72
31/08/1998	18.11	18.11
01/09/1998	20.72	20.72
02/09/1998	16.72	16.72
03/09/1998	19.22	19.22
04/09/1998	17.17	17.17
05/09/1998	17.56	17.56
06/09/1998	16.00	16.00
07/09/1998	17.06	17.06
09/09/1998	16.11	16.11
10/09/1998	15.83	15.83
11/09/1998	15.94	15.94
12/09/1998	16.44	16.44
13/09/1998	18.17	18.17
15/09/1998	22.44	22.44
18/09/1998	15.56	15.56
20/09/1998	17.89	17.89
21/09/1998	16.33	16.33
22/09/1998	14.44	14.44
23/09/1998	15.67	15.67
24/09/1998	17.00	17.00
25/09/1998	16.39	16.39
26/09/1998	18.50	18.50
27/09/1998	17.11	17.11
28/09/1998	17.00	17.00
29/09/1998	17.50	17.50
30/09/1998	16.94	16.94
01/10/1998	16.56	16.56
02/10/1998	16.94	16.94
03/10/1998	19.67	19.67
04/10/1998	18.00	18.00
05/10/1998	16.17	16.17
06/10/1998	17.28	17.28
07/10/1998	19.00	19.00
09/10/1998	18.67	18.67
10/10/1998	19.56	19.56
11/10/1998	15.83	15.83
12/10/1998	16.50	16.50
13/10/1998	17.61	17.61
14/10/1998	17.83	17.83
15/10/1998	17.50	17.50
16/10/1998	18.33	18.33
17/10/1998	18.00	18.00
18/10/1998	17.67	17.67
19/10/1998	17.94	17.94
20/10/1998	20.89	20.89
21/10/1998	17.78	17.78
22/10/1998	17.67	17.67
23/10/1998	17.22	17.22
27/10/1998	17.22	17.22
28/10/1998	16.50	16.50
29/10/1998	19.89	19.89
30/10/1998	15.61	15.61
31/10/1998	18.78	18.78
01/11/1998	19.33	19.33
02/11/1998	19.44	19.44
03/11/1998	18.78	18.78
04/11/1998	19.17	19.17
05/11/1998	16.56	16.56
06/11/1998	17.61	17.61
07/11/1998	18.17	18.17
08/11/1998	20.28	20.28
09/11/1998	20.17	20.17
10/11/1998	18.17	18.17
11/11/1998	18.33	18.33
12/11/1998	18.50	18.50
13/11/1998	9.72	9.72
14/11/1998	19.56	19.56
15/11/1998	20.22	20.22
16/11/1998	18.17	18.17
17/11/1998	17.06	17.06
18/11/1998	19.22	19.22
19/11/1998	19.72	19.72
20/11/1998	18.94	18.94
21/11/1998	18.00	18.00
22/11/1998	17.61	17.61
23/11/1998	18.94	18.94
25/11/1998	20.33	20.33
26/11/1998	17.72	17.72
27/11/1998	17.94	17.94
28/11/1998	17.89	17.89
01/12/1998	18.17	18.17
02/12/1998	17.78	17.78
03/12/1998	20.72	20.72
04/12/1998	20.28	20.28
05/12/1998	17.94	17.94
06/12/1998	19.56	19.56
07/12/1998	18.11	18.11
08/12/1998	19.33	19.33
09/12/1998	19.17	19.17
10/12/1998	19.00	19.00
11/12/1998	16.78	16.78
12/12/1998	18.78	18.78
13/12/1998	19.72	19.72
14/12/1998	22.67	22.67
15/12/1998	20.72	20.72
16/12/1998	19.50	19.50
17/12/1998	22.17	22.17
19/12/1998	18.44	18.44
20/12/1998	16.89	16.89
21/12/1998	19.33	19.33
22/12/1998	20.11	20.11
23/12/1998	22.56	22.56
26/12/1998	20.17	20.17
27/12/1998	17.33	17.33
28/12/1998	19.89	19.89
29/12/1998	20.11	20.11
02/01/1999	22.00	22.00
03/01/1999	19.50	19.50
04/01/1999	22.17	22.17
05/01/1999	24.72	24.72
06/01/1999	22.50	22.50
07/01/1999	23.67	23.67
08/01/1999	23.17	23.17
09/01/1999	19.39	19.39
11/01/1999	22.56	22.56
12/01/1999	19.78	19.78
13/01/1999	19.67	19.67
14/01/1999	19.28	19.28
15/01/1999	18.56	18.56
16/01/1999	20.22	20.22
17/01/1999	20.17	20.17
18/01/1999	19.17	19.17
19/01/1999	16.06	16.06
20/01/1999	16.67	16.67
21/01/1999	15.89	15.89
22/01/1999	23.00	23.00
23/01/1999	20.28	20.28
24/01/1999	22.17	22.17
25/01/1999	20.78	20.78
26/01/1999	24.06	24.06
27/01/1999	20.50	20.50
28/01/1999	22.72	22.72
29/01/1999	21.78	21.78
30/01/1999	23.17	23.17
31/01/1999	22.11	22.11
01/02/1999	21.78	21.78
02/02/1999	17.00	17.00
04/02/1999	20.39	20.39
05/02/1999	21.44	21.44
06/02/1999	21.17	21.17
07/02/1999	19.56	19.56
08/02/1999	23.00	23.00
09/02/1999	24.22	24.22
10/02/1999	24.78	24.78
11/02/1999	19.56	19.56
12/02/1999	19.22	19.22
13/02/1999	20.50	20.50
14/02/1999	21.28	21.28
15/02/1999	23.61	23.61
16/02/1999	20.94	20.94
17/02/1999	22.56	22.56
18/02/1999	20.50	20.50
19/02/1999	21.28	21.28
20/02/1999	22.11	22.11
21/02/1999	20.39	20.39
22/02/1999	18.28	18.28
23/02/1999	19.44	19.44
24/02/1999	24.17	24.17
25/02/1999	23.44	23.44
26/02/1999	21.00	21.00
27/02/1999	21.17	21.17
01/03/1999	17.89	17.89
02/03/1999	21.94	21.94
03/03/1999	19.61	19.61
04/03/1999	18.78	18.78
05/03/1999	19.11	19.11
06/03/1999	18.11	18.11
07/03/1999	18.11	18.11
08/03/1999	19.44	19.44
09/03/1999	19.33	19.33
10/03/1999	17.61	17.61
11/03/1999	17.39	17.39
12/03/1999	17.83	17.83
13/03/1999	18.11	18.11
14/03/1999	19.61	19.61
15/03/1999	16.72	16.72
16/03/1999	18.50	18.50
17/03/1999	18.22	18.22
18/03/1999	17.89	17.89
19/03/1999	19.78	19.78
20/03/1999	16.89	16.89
22/03/1999	21.44	21.44
23/03/1999	23.50	23.50
24/03/1999	19.17	19.17
25/03/1999	24.06	24.06
26/03/1999	20.22	20.22
27/03/1999	19.00	19.00
28/03/1999	19.06	19.06
29/03/1999	19.11	19.11
30/03/1999	18.11	18.11
31/03/1999	18.94	18.94
02/04/1999	19.78	19.78
03/04/1999	15.11	15.11
04/04/1999	22.94	22.94
05/04/1999	20.06	20.06
06/04/1999	19.83	19.83
07/04/1999	19.94	19.94
08/04/1999	17.83	17.83
09/04/1999	19.78	19.78
10/04/1999	20.56	20.56
11/04/1999	21.00	21.00
12/04/1999	19.61	19.61
13/04/1999	18.67	18.67
14/04/1999	19.56	19.56
15/04/1999	23.89	23.89
16/04/1999	19.56	19.56
17/04/1999	19.83	19.83
18/04/1999	21.94	21.94
19/04/1999	16.44	16.44
20/04/1999	18.44	18.44
21/04/1999	22.56	22.56
22/04/1999	18.11	18.11
23/04/1999	20.89	20.89
24/04/1999	17.78	17.78
25/04/1999	18.83	18.83
26/04/1999	17.11	17.11
27/04/1999	17.89	17.89
28/04/1999	16.44	16.44
29/04/1999	17.06	17.06
30/04/1999	18.72	18.72
02/05/1999	18.50	18.50
03/05/1999	20.94	20.94
04/05/1999	18.67	18.67
05/05/1999	19.39	19.39
06/05/1999	17.50	17.50
07/05/1999	16.44	16.44
08/05/1999	16.44	16.44
10/05/1999	23.72	23.72
11/05/1999	20.83	20.83
12/05/1999	19.72	19.72
13/05/1999	18.11	18.11
14/05/1999	16.72	16.72
15/05/1999	18.28	18.28
16/05/1999	18.22	18.22
17/05/1999	18.44	18.44
18/05/1999	19.56	19.56
19/05/1999	19.39	19.39
20/05/1999	19.50	19.50
21/05/1999	20.11	20.11
22/05/1999	16.94	16.94
23/05/1999	19.89	19.89
24/05/1999	20.39	20.39
25/05/1999	18.94	18.94
26/05/1999	20.22	20.22
27/05/1999	17.61	17.61
28/05/1999	16.89	16.89
29/05/1999	18.00	18.00
30/05/1999	17.67	17.67
31/05/1999	19.28	19.28
01/06/1999	18.44	18.44
02/06/1999	19.00	19.00
03/06/1999	18.06	18.06
04/06/1999	18.56	18.56
05/06/1999	18.17	18.17
06/06/1999	18.28	18.28
07/06/1999	17.44	17.44
08/06/1999	18.50	18.50
09/06/1999	19.06	19.06
10/06/1999	18.94	18.94
11/06/1999	18.28	18.28
12/06/1999	18.22	18.22
13/06/1999	18.33	18.33
14/06/1999	16.72	16.72
15/06/1999	17.67	17.67
16/06/1999	16.22	16.22
19/06/1999	20.17	20.17
20/06/1999	19.39	19.39
21/06/1999	17.72	17.72
22/06/1999	19.17	19.17
23/06/1999	18.61	18.61
24/06/1999	17.33	17.33
25/06/1999	19.17	19.17
26/06/1999	17.56	17.56
27/06/1999	18.89	18.89
28/06/1999	17.89	17.89
29/06/1999	16.50	16.50
30/06/1999	18.56	18.56
01/07/1999	19.39	19.39
02/07/1999	18.61	18.61
03/07/1999	16.61	16.61
04/07/1999	15.50	15.50
05/07/1999	18.22	18.22
07/07/1999	17.50	17.50
08/07/1999	18.44	18.44
09/07/1999	14.94	14.94
10/07/1999	16.39	16.39
11/07/1999	17.83	17.83
12/07/1999	16.83	16.83
13/07/1999	14.06	14.06
14/07/1999	16.28	16.28
15/07/1999	16.56	16.56
17/07/1999	17.56	17.56
18/07/1999	17.33	17.33
19/07/1999	16.78	16.78
20/07/1999	18.22	18.22
22/07/1999	14.28	14.28
24/07/1999	16.33	16.33
25/07/1999	15.28	15.28
26/07/1999	18.89	18.89
28/07/1999	17.83	17.83
29/07/1999	15.56	15.56
30/07/1999	17.44	17.44
31/07/1999	18.67	18.67
01/08/1999	16.89	16.89
02/08/1999	16.56	16.56
03/08/1999	17.56	17.56
04/08/1999	15.67	15.67
06/08/1999	18.56	18.56
07/08/1999	17.28	17.28
08/08/1999	16.28	16.28
09/08/1999	17.44	17.44
10/08/1999	17.61	17.61
12/08/1999	17.28	17.28
13/08/1999	17.56	17.56
14/08/1999	15.89	15.89
15/08/1999	15.72	15.72
16/08/1999	17.78	17.78
17/08/1999	16.67	16.67
18/08/1999	15.94	15.94
19/08/1999	19.28	19.28
21/08/1999	19.78	19.78
22/08/1999	18.17	18.17
23/08/1999	17.56	17.56
24/08/1999	17.28	17.28
25/08/1999	16.39	16.39
26/08/1999	16.94	16.94
27/08/1999	17.56	17.56
28/08/1999	16.72	16.72
29/08/1999	15.61	15.61
30/08/1999	16.67	16.67
31/08/1999	14.67	14.67
01/09/1999	16.28	16.28
02/09/1999	16.22	16.22
03/09/1999	17.33	17.33
04/09/1999	17.44	17.44
05/09/1999	18.61	18.61
06/09/1999	18.39	18.39
07/09/1999	17.44	17.44
08/09/1999	16.61	16.61
09/09/1999	19.17	19.17
10/09/1999	18.61	18.61
11/09/1999	18.17	18.17
12/09/1999	18.11	18.11
13/09/1999	17.56	17.56
14/09/1999	17.94	17.94
15/09/1999	18.67	18.67
16/09/1999	18.61	18.61
17/09/1999	19.00	19.00
18/09/1999	17.22	17.22
19/09/1999	18.11	18.11
20/09/1999	18.28	18.28
21/09/1999	18.11	18.11
22/09/1999	17.50	17.50
23/09/1999	21.00	21.00
24/09/1999	18.33	18.33
25/09/1999	18.33	18.33
26/09/1999	18.67	18.67
27/09/1999	17.28	17.28
28/09/1999	20.06	20.06
29/09/1999	17.17	17.17
30/09/1999	18.22	18.22
01/10/1999	16.33	16.33
02/10/1999	16.67	16.67
03/10/1999	18.56	18.56
04/10/1999	18.00	18.00
05/10/1999	15.17	15.17
06/10/1999	17.06	17.06
07/10/1999	16.72	16.72
08/10/1999	16.89	16.89
09/10/1999	17.06	17.06
10/10/1999	18.06	18.06
11/10/1999	16.11	16.11
12/10/1999	17.50	17.50
13/10/1999	16.78	16.78
14/10/1999	17.11	17.11
15/10/1999	16.94	16.94
16/10/1999	18.28	18.28
17/10/1999	19.22	19.22
18/10/1999	16.28	16.28
19/10/1999	17.33	17.33
20/10/1999	16.78	16.78
21/10/1999	17.72	17.72
22/10/1999	18.78	18.78
23/10/1999	17.89	17.89
24/10/1999	17.56	17.56
25/10/1999	18.00	18.00
26/10/1999	17.94	17.94
27/10/1999	17.44	17.44
31/10/1999	16.44	16.44
01/11/1999	19.89	19.89
02/11/1999	17.44	17.44
03/11/1999	19.89	19.89
04/11/1999	20.44	20.44
05/11/1999	20.28	20.28
06/11/1999	18.39	18.39
07/11/1999	18.28	18.28
08/11/1999	19.83	19.83
09/11/1999	20.33	20.33
10/11/1999	19.17	19.17
11/11/1999	19.17	19.17
12/11/1999	20.17	20.17
13/11/1999	19.17	19.17
14/11/1999	17.78	17.78
15/11/1999	18.28	18.28
16/11/1999	17.22	17.22
17/11/1999	18.17	18.17
18/11/1999	17.94	17.94
19/11/1999	19.06	19.06
20/11/1999	18.61	18.61
21/11/1999	19.28	19.28
22/11/1999	18.39	18.39
23/11/1999	16.39	16.39
24/11/1999	17.83	17.83
25/11/1999	18.33	18.33
26/11/1999	19.11	19.11
30/11/1999	18.94	18.94
01/12/1999	15.94	15.94
02/12/1999	16.67	16.67
03/12/1999	18.94	18.94
04/12/1999	18.72	18.72
05/12/1999	21.00	21.00
06/12/1999	20.61	20.61
07/12/1999	17.78	17.78
08/12/1999	18.17	18.17
09/12/1999	16.00	16.00
11/12/1999	18.44	18.44
12/12/1999	20.17	20.17
13/12/1999	17.83	17.83
14/12/1999	19.33	19.33
15/12/1999	19.17	19.17
18/12/1999	20.78	20.78
20/12/1999	15.61	15.61
22/12/1999	20.89	20.89
24/12/1999	19.28	19.28
25/12/1999	18.39	18.39
27/12/1999	19.06	19.06
28/12/1999	18.67	18.67
29/12/1999	19.72	19.72
30/12/1999	20.83	20.83
31/12/1999	21.00	21.00
10/03/1995	26.83	26.83
12/06/1995	26.83	26.83
25/08/1995	27.00	27.00
20/10/1995	23.61	23.61
05/06/1999	24.00	24.00
28/06/1999	22.72	22.72
26/04/1994	22.22	22.22
28/06/1994	20.56	20.56
29/06/1994	22.06	22.06
30/06/1994	21.39	21.39
01/07/1994	19.22	19.22
03/07/1994	20.44	20.44
04/07/1994	23.78	23.78
05/07/1994	23.28	23.28
06/07/1994	25.44	25.44
07/07/1994	21.39	21.39
11/07/1994	22.61	22.61
12/07/1994	20.39	20.39
14/07/1994	20.11	20.11
15/07/1994	21.89	21.89
18/07/1994	21.83	21.83
25/07/1994	24.39	24.39
28/07/1994	23.56	23.56
31/07/1994	20.67	20.67
02/08/1994	24.50	24.50
03/08/1994	22.00	22.00
05/08/1994	23.67	23.67
09/08/1994	20.11	20.11
14/08/1994	21.83	21.83
15/08/1994	22.33	22.33
16/08/1994	20.89	20.89
22/08/1994	23.44	23.44
23/08/1994	21.00	21.00
25/08/1994	21.00	21.00
26/08/1994	20.00	20.00
29/08/1994	24.94	24.94
30/08/1994	23.00	23.00
31/08/1994	25.39	25.39
03/09/1994	21.89	21.89
07/09/1994	21.33	21.33
12/09/1994	23.94	23.94
16/09/1994	24.00	24.00
20/09/1994	23.78	23.78
21/09/1994	24.28	24.28
22/09/1994	25.56	25.56
25/09/1994	25.11	25.11
27/09/1994	26.11	26.11
28/09/1994	23.61	23.61
30/09/1994	25.33	25.33
03/10/1994	20.06	20.06
04/10/1994	25.72	25.72
17/10/1994	26.00	26.00
19/10/1994	26.89	26.89
24/10/1994	22.56	22.56
26/10/1994	22.67	22.67
11/11/1994	20.83	20.83
13/11/1994	22.61	22.61
14/11/1994	22.61	22.61
16/11/1994	22.61	22.61
17/11/1994	21.72	21.72
19/11/1994	26.67	26.67
22/11/1994	24.39	24.39
24/11/1994	22.33	22.33
02/12/1994	22.22	22.22
03/12/1994	24.28	24.28
06/12/1994	23.78	23.78
07/12/1994	26.50	26.50
08/12/1994	22.61	22.61
12/12/1994	23.83	23.83
17/12/1994	24.56	24.56
20/12/1994	22.72	22.72
27/12/1994	25.83	25.83
29/12/1994	27.33	27.33
17/01/1995	26.06	26.06
29/01/1995	22.72	22.72
04/02/1995	22.61	22.61
07/02/1995	22.28	22.28
09/02/1995	19.67	19.67
10/02/1995	22.39	22.39
11/02/1995	24.83	24.83
12/02/1995	21.33	21.33
13/02/1995	24.17	24.17
16/02/1995	28.72	28.72
21/02/1995	21.94	21.94
25/02/1995	23.83	23.83
28/02/1995	21.50	21.50
01/03/1995	24.28	24.28
02/03/1995	21.00	21.00
04/03/1995	23.72	23.72
06/03/1995	23.22	23.22
10/03/1995	27.00	27.00
11/03/1995	23.17	23.17
12/03/1995	22.56	22.56
16/03/1995	27.06	27.06
17/03/1995	24.50	24.50
18/03/1995	26.89	26.89
19/03/1995	24.89	24.89
27/03/1995	25.89	25.89
28/03/1995	22.00	22.00
31/03/1995	23.78	23.78
04/04/1995	27.44	27.44
05/04/1995	22.83	22.83
07/04/1995	25.67	25.67
10/04/1995	24.56	24.56
12/04/1995	26.28	26.28
